Country,Year,0-17_fully,0-4_fully,0-9_fully,10-14_fully,10-19_fully,12-15_fully,12-17_fully,15-17_fully,16-19_fully,18-24_fully,18-29_fully,20-29_fully,25-34_fully,25-49_fully,30-39_fully,35-44_fully,40-49_fully,45-54_fully,5-11_fully,5-9_fully,50-54_fully,50-59_fully,55-59_fully,55-64_fully,60-64_fully,60-69_fully,65-69_fully,65-74_fully,70-74_fully,70-79_fully,75+_fully,75-79_fully,80+_fully,80-89_fully,90-99_fully,0-17_start,0-4_start,0-9_start,10-14_start,10-19_start,12-15_start,12-17_start,15-17_start,16-19_start,18-24_start,18-29_start,20-29_start,25-34_start,25-49_start,30-39_start,35-44_start,40-49_start,45-54_start,5-11_start,5-9_start,50-54_start,50-59_start,55-59_start,55-64_start,60-64_start,60-69_start,65-69_start,65-74_start,70-74_start,70-79_start,75+_start,75-79_start,80+_start,80-89_start,90-99_start,0-17_booster,0-4_booster,0-9_booster,10-14_booster,10-19_booster,12-15_booster,12-17_booster,15-17_booster,16-19_booster,18-24_booster,18-29_booster,20-29_booster,25-34_booster,25-49_booster,30-39_booster,35-44_booster,40-49_booster,45-54_booster,5-11_booster,5-9_booster,50-54_booster,50-59_booster,55-59_booster,55-64_booster,60-64_booster,60-69_booster,65-69_booster,65-74_booster,70-74_booster,70-79_booster,75+_booster,75-79_booster,80+_booster,80-89_booster,90-99_booster,0-17_partly,0-4_partly,0-9_partly,10-14_partly,10-19_partly,12-15_partly,12-17_partly,15-17_partly,16-19_partly,18-24_partly,18-29_partly,20-29_partly,25-34_partly,25-49_partly,30-39_partly,35-44_partly,40-49_partly,45-54_partly,5-11_partly,5-9_partly,50-54_partly,50-59_partly,55-59_partly,55-64_partly,60-64_partly,60-69_partly,65-69_partly,65-74_partly,70-74_partly,70-79_partly,75+_partly,75-79_partly,80+_partly,80-89_partly,90-99_partly
Jersey,362,58.0,,,,,,,,,,67.0,,,,75.0,,87.0,,,,91.0,,100.0,,100.0,,96.0,,99.0,,,100.0,100.0,,,38.0,,,,,,,,,,71.0,,,,78.0,,88.0,,,,93.0,,100.0,,100.0,,96.0,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,,,,,,,,4.0,,,,3.0,,1.0,,,,2.0,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,
Jersey,366,58.0,,,,,,,,,,67.0,,,,75.0,,87.0,,,,92.0,,100.0,,100.0,,96.0,,99.0,,,100.0,100.0,,,38.0,,,,,,,,,,72.0,,,,78.0,,88.0,,,,93.0,,100.0,,100.0,,96.0,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,,,,,,,,5.0,,,,3.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,
Jersey,369,58.0,,,,,,,,,,67.0,,,,75.0,,87.0,,,,92.0,,100.0,,100.0,,96.0,,99.0,,,100.0,100.0,,,38.0,,,,,,,,,,72.0,,,,78.0,,88.0,,,,93.0,,100.0,,100.0,,96.0,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,,,,,,,,5.0,,,,3.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,
Jersey,373,58.0,,,,,,,,,,67.0,,,,75.0,,87.0,,,,92.0,,100.0,,100.0,,96.0,,99.0,,,100.0,100.0,,,38.0,,,,,,,,,,72.0,,,,78.0,,88.0,,,,93.0,,100.0,,100.0,,96.0,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,,,,,,,,5.0,,,,3.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,
Jersey,376,58.0,,,,,,,,,,68.0,,,,76.0,,87.0,,,,92.0,,100.0,,100.0,,96.0,,99.0,,,100.0,100.0,,,38.0,,,,,,,,,,72.0,,,,78.0,,88.0,,,,93.0,,100.0,,100.0,,96.0,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,,,,,,,,4.0,,,,2.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,
Latvia,7,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.31,,,,0.54,,,,,,,,0.66,,,,0.49,,,,0.12,,,0.02,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.31,,,,0.54,,,,,,,,0.66,,,,0.49,,,,0.12,,,0.02,,
Latvia,14,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.7,,,,1.16,,,,,,,,1.54,,,,1.24,,,,0.35,,,0.08,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.7,,,,1.16,,,,,,,,1.54,,,,1.24,,,,0.35,,,0.08,,
Latvia,21,,,,,,,,,,0.1,,,,0.19,,,,,,,,0.19,,,,0.12,,,,0.04,,,0.0,,,,,,,,,,,,0.75,,,,1.23,,,,,,,,1.63,,,,1.3,,,,0.38,,,0.08,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.65,,,,1.04,,,,,,,,1.44,,,,1.18,,,,0.34,,,0.08,,
Latvia,28,,,,,,,,0.0,,0.29,,,,0.52,,,,,,,,0.64,,,,0.48,,,,0.11,,,0.02,,,,,,,,,,0.01,,0.76,,,,1.25,,,,,,,,1.65,,,,1.31,,,,0.38,,,0.08,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.47,,,,0.73,,,,,,,,1.01,,,,0.83,,,,0.27,,,0.06,,
Latvia,35,,,,,,,,0.0,,0.62,,,,1.04,,,,,,,,1.42,,,,1.13,,,,0.31,,,0.06,,,,,,,,,,0.01,,0.78,,,,1.29,,,,,,,,1.74,,,,1.39,,,,0.41,,,0.09,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.16,,,,0.25,,,,,,,,0.32,,,,0.26,,,,0.1,,,0.03,,
Latvia,42,,,,,,,,0.0,,0.7,,,,1.19,,,,,,,,1.57,,,,1.26,,,,0.36,,,0.08,,,,,,,,,,0.01,,0.99,,,,1.49,,,,,,,,2.01,,,,1.66,,,,0.55,,,0.26,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.29,,,,0.3,,,,,,,,0.44,,,,0.4,,,,0.19,,,0.18,,
Latvia,49,,,,,,,,0.0,,0.74,,,,1.23,,,,,,,,1.62,,,,1.3,,,,0.38,,,0.08,,,,,,,,,,0.01,,1.17,,,,1.82,,,,,,,,2.59,,,,2.28,,,,1.45,,,1.43,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.43,,,,0.59,,,,,,,,0.97,,,,0.98,,,,1.07,,,1.35,,
Latvia,56,,,,,,,,0.0,,0.75,,,,1.25,,,,,,,,1.64,,,,1.32,,,,0.39,,,0.09,,,,,,,,,,0.01,,1.5,,,,2.09,,,,,,,,3.01,,,,2.88,,,,6.07,,,5.09,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.75,,,,0.84,,,,,,,,1.37,,,,1.56,,,,5.68,,,5.0,,
Latvia,63,,,,,,,,0.01,,0.78,,,,1.31,,,,,,,,1.75,,,,1.41,,,,0.42,,,0.09,,,,,,,,,,0.02,,1.64,,,,2.27,,,,,,,,3.35,,,,3.48,,,,11.77,,,10.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.86,,,,0.96,,,,,,,,1.6,,,,2.07,,,,11.35,,,9.91,,
Latvia,70,,,,,,,,0.01,,0.79,,,,1.32,,,,,,,,1.76,,,,1.42,,,,0.42,,,0.09,,,,,,,,,,0.02,,1.75,,,,2.4,,,,,,,,3.6,,,,4.12,,,,16.26,,,13.82,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.96,,,,1.08,,,,,,,,1.84,,,,2.7,,,,15.84,,,13.73,,
Latvia,77,,,,,,,,0.01,,0.82,,,,1.36,,,,,,,,1.82,,,,1.47,,,,0.53,,,0.17,,,,,,,,,,0.02,,1.78,,,,2.44,,,,,,,,3.67,,,,4.32,,,,17.74,,,14.95,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,0.96,,,,1.08,,,,,,,,1.85,,,,2.85,,,,17.21,,,14.78,,
Latvia,84,,,,,,,,0.01,,0.9,,,,1.44,,,,,,,,1.93,,,,1.57,,,,1.26,,,0.73,,,,,,,,,,0.02,,1.9,,,,2.71,,,,,,,,4.4,,,,6.25,,,,22.77,,,18.85,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,1.0,,,,1.27,,,,,,,,2.47,,,,4.68,,,,21.51,,,18.12,,
Latvia,91,,,,,,,,0.01,,0.97,,,,1.51,,,,,,,,2.04,,,,1.72,,,,2.05,,,1.34,,,,,,,,,,0.02,,2.15,,,,3.2,,,,,,,,5.59,,,,8.69,,,,25.57,,,20.92,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.01,,1.18,,,,1.69,,,,,,,,3.55,,,,6.97,,,,23.52,,,19.58,,
Latvia,98,,,,,,,,0.01,,1.0,,,,1.54,,,,,,,,2.09,,,,1.79,,,,2.43,,,1.66,,,,,,,,,,0.04,,2.69,,,,4.02,,,,,,,,7.21,,,,13.86,,,,28.3,,,23.15,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.03,,1.69,,,,2.48,,,,,,,,5.12,,,,12.07,,,,25.87,,,21.49,,
Latvia,105,,,,,,,,0.01,,1.06,,,,1.63,,,,,,,,2.22,,,,1.92,,,,2.62,,,1.84,,,,,,,,,,0.06,,4.19,,,,5.89,,,,,,,,9.57,,,,17.48,,,,29.89,,,24.43,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.05,,3.13,,,,4.26,,,,,,,,7.35,,,,15.56,,,,27.27,,,22.59,,
Latvia,112,,,,,,,,0.02,,1.22,,,,1.94,,,,,,,,2.8,,,,2.93,,,,4.47,,,3.3,,,,,,,,,,0.08,,5.03,,,,7.99,,,,,,,,12.57,,,,22.03,,,,32.07,,,26.02,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.06,,3.81,,,,6.05,,,,,,,,9.77,,,,19.1,,,,27.6,,,22.72,,
Latvia,119,,,,,,,,0.02,,1.56,,,,2.28,,,,,,,,3.42,,,,3.93,,,,7.91,,,6.24,,,,,,,,,,0.14,,6.49,,,,10.87,,,,,,,,16.04,,,,26.24,,,,34.44,,,27.79,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.12,,4.93,,,,8.59,,,,,,,,12.62,,,,22.31,,,,26.53,,,21.55,,
Latvia,126,,,,,,,,0.03,,1.98,,,,3.14,,,,,,,,4.95,,,,6.51,,,,12.13,,,9.96,,,,,,,,,,0.3,,10.84,,,,15.73,,,,,,,,19.65,,,,29.08,,,,36.09,,,29.07,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.27,,8.86,,,,12.59,,,,,,,,14.7,,,,22.57,,,,23.96,,,19.11,,
Latvia,133,,,,0.0,,,,0.05,,2.82,,,,4.89,,,,,,,,7.42,,,,10.12,,,,17.38,,,14.46,,,,,,0.01,,,,0.62,,16.25,,,,21.74,,,,,,,,24.65,,,,32.28,,,,38.24,,,30.86,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.01,,,,0.57,,13.43,,,,16.85,,,,,,,,17.23,,,,22.16,,,,20.86,,,16.4,,
Latvia,140,,,,0.0,,,,0.12,,4.54,,,,8.19,,,,,,,,11.55,,,,15.57,,,,23.05,,,19.13,,,,,,0.02,,,,3.68,,20.14,,,,25.72,,,,,,,,28.07,,,,34.91,,,,39.96,,,32.23,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.02,,,,3.56,,15.6,,,,17.53,,,,,,,,16.52,,,,19.34,,,,16.91,,,13.1,,
Latvia,147,,,,0.0,,,,0.3,,9.23,,,,13.6,,,,,,,,16.28,,,,20.56,,,,28.65,,,23.63,,,,,,0.03,,,,6.89,,24.51,,,,29.01,,,,,,,,30.92,,,,37.08,,,,41.49,,,33.39,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.03,,,,6.59,,15.28,,,,15.41,,,,,,,,14.64,,,,16.52,,,,12.84,,,9.76,,
Latvia,154,,,,0.01,,,,0.64,,15.48,,,,20.26,,,,,,,,22.06,,,,25.18,,,,33.19,,,27.23,,,,,,0.6,,,,9.85,,28.32,,,,31.3,,,,,,,,32.92,,,,38.76,,,,42.75,,,34.43,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,0.59,,,,9.21,,12.84,,,,11.04,,,,,,,,10.86,,,,13.58,,,,9.56,,,7.2,,
Latvia,161,,,,0.03,,,,3.44,,19.73,,,,24.71,,,,,,,,26.44,,,,30.13,,,,37.05,,,30.34,,,,,,2.64,,,,14.14,,31.81,,,,33.5,,,,,,,,34.9,,,,40.43,,,,43.99,,,35.39,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,2.61,,,,10.7,,12.08,,,,8.79,,,,,,,,8.46,,,,10.3,,,,6.94,,,5.05,,
Latvia,168,,,,0.05,,,,6.54,,24.49,,,,28.73,,,,,,,,30.37,,,,34.41,,,,40.17,,,32.8,,,,,,4.04,,,,17.5,,34.43,,,,35.35,,,,,,,,36.68,,,,41.92,,,,45.11,,,36.25,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.99,,,,10.96,,9.94,,,,6.62,,,,,,,,6.31,,,,7.51,,,,4.94,,,3.45,,
Latvia,175,,,,0.34,,,,8.34,,26.72,,,,30.36,,,,,,,,31.98,,,,36.28,,,,41.32,,,33.67,,,,,,4.39,,,,18.41,,35.27,,,,35.98,,,,,,,,37.24,,,,42.41,,,,45.46,,,36.46,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,4.05,,,,10.07,,8.55,,,,5.62,,,,,,,,5.26,,,,6.13,,,,4.14,,,2.79,,
Latvia,182,,,,2.36,,,,13.47,,32.22,,,,34.26,,,,,,,,35.69,,,,40.59,,,,43.75,,,35.57,,,,,,5.56,,,,21.16,,37.61,,,,37.67,,,,,,,,39.02,,,,44.0,,,,46.55,,,37.29,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.2,,,,7.69,,5.39,,,,3.41,,,,,,,,3.33,,,,3.41,,,,2.8,,,1.72,,
Latvia,189,,,,3.84,,,,17.08,,35.98,,,,37.0,,,,,,,,38.25,,,,42.79,,,,45.27,,,36.78,,,,,,6.6,,,,23.63,,39.95,,,,39.48,,,,,,,,40.87,,,,45.64,,,,47.64,,,38.03,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,2.76,,,,6.55,,3.97,,,,2.48,,,,,,,,2.62,,,,2.85,,,,2.37,,,1.25,,
Latvia,196,,,,4.27,,,,18.17,,37.73,,,,38.41,,,,,,,,39.66,,,,43.99,,,,46.03,,,37.43,,,,,,7.57,,,,25.78,,42.13,,,,41.11,,,,,,,,42.58,,,,47.05,,,,48.46,,,38.62,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.3,,,,7.61,,4.4,,,,2.7,,,,,,,,2.92,,,,3.06,,,,2.43,,,1.19,,
Latvia,203,,,,5.29,,,,20.72,,39.72,,,,39.8,,,,,,,,41.06,,,,45.27,,,,46.89,,,38.09,,,,,,8.51,,,,27.76,,44.01,,,,42.56,,,,,,,,44.09,,,,48.3,,,,49.3,,,39.18,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.22,,,,7.04,,4.29,,,,2.76,,,,,,,,3.03,,,,3.03,,,,2.41,,,1.09,,
Latvia,210,,,,6.34,,,,23.19,,41.37,,,,41.01,,,,,,,,42.23,,,,46.43,,,,47.68,,,38.61,,,,,,9.51,,,,29.73,,45.73,,,,43.85,,,,,,,,45.38,,,,49.42,,,,50.0,,,39.7,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.17,,,,6.54,,4.36,,,,2.84,,,,,,,,3.15,,,,2.99,,,,2.32,,,1.09,,
Latvia,217,,,,7.19,,,,25.1,,42.84,,,,41.99,,,,,,,,43.25,,,,47.38,,,,48.23,,,39.01,,,,,,10.34,,,,31.48,,47.27,,,,45.03,,,,,,,,46.68,,,,50.5,,,,50.68,,,40.26,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.15,,,,6.38,,4.43,,,,3.04,,,,,,,,3.43,,,,3.12,,,,2.45,,,1.25,,
Latvia,224,,,,8.09,,,,26.98,,44.18,,,,42.94,,,,,,,,44.28,,,,48.26,,,,48.89,,,39.5,,,,,,11.64,,,,34.12,,48.81,,,,46.23,,,,,,,,47.95,,,,51.6,,,,51.43,,,40.85,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.55,,,,7.14,,4.63,,,,3.29,,,,,,,,3.67,,,,3.34,,,,2.54,,,1.35,,
Latvia,231,,,,8.98,,,,28.87,,45.66,,,,43.93,,,,,,,,45.37,,,,49.23,,,,49.51,,,40.04,,,,,,13.26,,,,37.25,,50.62,,,,47.33,,,,,,,,49.14,,,,52.6,,,,52.08,,,41.37,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,4.28,,,,8.38,,4.96,,,,3.4,,,,,,,,3.77,,,,3.37,,,,2.57,,,1.33,,
Latvia,238,,,,9.82,,,,30.56,,46.95,,,,44.86,,,,,,,,46.46,,,,50.16,,,,50.1,,,40.51,,,,,,14.65,,,,39.72,,52.51,,,,48.43,,,,,,,,50.28,,,,53.52,,,,52.67,,,41.83,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,4.83,,,,9.16,,5.56,,,,3.57,,,,,,,,3.82,,,,3.36,,,,2.57,,,1.32,,
Latvia,245,,,,10.95,,,,32.88,,48.27,,,,45.78,,,,,,,,47.46,,,,51.06,,,,50.73,,,40.95,,,,,,15.51,,,,41.32,,54.38,,,,49.4,,,,,,,,51.21,,,,54.29,,,,53.2,,,42.27,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,4.56,,,,8.44,,6.11,,,,3.62,,,,,,,,3.75,,,,3.23,,,,2.47,,,1.32,,
Latvia,252,,,,12.31,,,,35.53,,49.71,,,,46.64,,,,,,,,48.34,,,,51.82,,,,51.25,,,41.32,,,,,,16.23,,,,42.6,,55.84,,,,50.37,,,,,,,,52.13,,,,55.12,,,,53.88,,,42.75,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.92,,,,7.07,,6.13,,,,3.73,,,,,,,,3.79,,,,3.3,,,,2.63,,,1.43,,
Latvia,259,,,,13.6,,,,37.9,,51.46,,,,47.62,,,,,,,,49.36,,,,52.68,,,,51.88,,,41.78,,,,,,16.78,,,,43.65,,56.91,,,,51.3,,,,,,,,53.09,,,,56.06,,,,54.63,,,43.35,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,3.18,,,,5.75,,5.45,,,,3.68,,,,,,,,3.73,,,,3.38,,,,2.75,,,1.57,,
Latvia,266,,,,14.56,,,,39.7,,53.79,,,,49.21,,,,,,,,50.84,,,,53.89,,,,52.71,,,42.52,,,,,,17.47,,,,44.88,,58.43,,,,52.92,,,,,,,,54.61,,,,57.42,,,,55.66,,,44.15,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,2.91,,,,5.18,,4.64,,,,3.71,,,,,,,,3.77,,,,3.53,,,,2.95,,,1.63,,
Latvia,273,,,,15.3,,,,41.08,,56.02,,,,51.14,,,,,,,,52.71,,,,55.52,,,,53.95,,,43.44,,,,,,18.25,,,,46.37,,60.18,,,,54.84,,,,,,,,56.45,,,,59.08,,,,56.87,,,45.02,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,0.01,,,,0.0,,,,0.01,,,0.01,,,,,,2.95,,,,5.29,,4.16,,,,3.7,,,,,,,,3.74,,,,3.56,,,,2.92,,,1.58,,
Latvia,280,,,,15.9,,,,42.17,,58.02,,,,53.23,,,,,,,,54.73,,,,57.26,,,,55.1,,,44.44,,,,,,19.13,,,,48.16,,62.23,,,,57.3,,,,,,,,58.83,,,,61.03,,,,58.03,,,45.92,,,,,,0.0,,,,0.0,,0.01,,,,0.01,,,,,,,,0.02,,,,0.02,,,,0.03,,,0.02,,,,,,3.23,,,,5.99,,4.21,,,,4.07,,,,,,,,4.1,,,,3.77,,,,2.93,,,1.48,,
Latvia,287,,,,16.52,,,,43.29,,60.12,,,,55.82,,,,,,,,57.38,,,,59.41,,,,56.46,,,45.41,,,,,,20.44,,,,50.96,,65.6,,,,61.58,,,,,,,,63.08,,,,64.5,,,,59.95,,,47.34,,,,,,0.0,,,,0.0,,0.01,,,,0.03,,,,,,,,0.04,,,,0.04,,,,0.05,,,0.04,,,,,,3.92,,,,7.67,,5.48,,,,5.76,,,,,,,,5.7,,,,5.09,,,,3.49,,,1.93,,
Latvia,294,,,,17.24,,,,44.67,,61.98,,,,58.24,,,,,,,,59.94,,,,61.63,,,,57.93,,,46.61,,,,,,22.23,,,,54.49,,68.96,,,,65.91,,,,,,,,67.86,,,,68.81,,,,62.99,,,49.74,,,,,,0.0,,,,0.0,,0.08,,,,0.19,,,,,,,,0.3,,,,0.27,,,,0.24,,,0.14,,,,,,4.99,,,,9.82,,6.98,,,,7.67,,,,,,,,7.92,,,,7.18,,,,5.06,,,3.13,,
Latvia,301,,,,18.01,,,,46.18,,63.57,,,,60.38,,,,,,,,62.24,,,,63.77,,,,59.46,,,48.1,,,,,,23.62,,,,57.29,,71.24,,,,68.85,,,,,,,,71.27,,,,72.6,,,,66.42,,,52.97,,,,,,0.77,,,,1.51,,1.0,,,,1.16,,,,,,,,1.22,,,,1.15,,,,0.83,,,0.56,,,,,,5.61,,,,11.11,,7.67,,,,8.47,,,,,,,,9.03,,,,8.83,,,,6.96,,,4.87,,
Latvia,308,,,,19.21,,,,48.77,,65.92,,,,63.31,,,,,,,,65.17,,,,66.48,,,,61.32,,,49.88,,,,,,24.74,,,,59.4,,72.88,,,,70.85,,,,,,,,73.45,,,,75.32,,,,69.1,,,55.9,,,,,,0.77,,,,1.51,,1.1,,,,1.39,,,,,,,,1.64,,,,1.72,,,,2.05,,,1.6,,,,,,5.53,,,,10.63,,6.96,,,,7.54,,,,,,,,8.28,,,,8.84,,,,7.78,,,6.02,,
Latvia,315,,,,20.97,,,,52.28,,68.58,,,,66.34,,,,,,,,68.37,,,,69.61,,,,63.78,,,52.16,,,,,,25.91,,,,61.42,,74.34,,,,72.5,,,,,,,,75.16,,,,77.34,,,,71.16,,,58.54,,,,,,0.77,,,,1.51,,1.22,,,,1.71,,,,,,,,2.32,,,,2.77,,,,4.49,,,3.59,,,,,,4.94,,,,9.14,,5.76,,,,6.16,,,,,,,,6.79,,,,7.73,,,,7.38,,,6.38,,
Latvia,322,,,,22.21,,,,54.72,,70.28,,,,67.9,,,,,,,,69.91,,,,71.29,,,,65.28,,,53.62,,,,,,26.93,,,,63.02,,75.43,,,,73.58,,,,,,,,76.11,,,,78.4,,,,72.22,,,59.93,,,,,,0.77,,,,1.51,,1.3,,,,1.97,,,,,,,,2.89,,,,3.61,,,,6.37,,,5.2,,,,,,4.72,,,,8.3,,5.15,,,,5.68,,,,,,,,6.2,,,,7.11,,,,6.94,,,6.31,,
Latvia,329,,,,23.52,,,,57.28,,72.06,,,,69.83,,,,,,,,72.1,,,,73.86,,,,67.83,,,56.1,,,,,,28.09,,,,64.62,,76.44,,,,74.5,,,,,,,,76.97,,,,79.32,,,,73.16,,,61.15,,,,,,0.77,,,,1.51,,1.55,,,,2.62,,,,,,,,4.0,,,,5.23,,,,9.62,,,8.02,,,,,,4.57,,,,7.34,,4.38,,,,4.67,,,,,,,,4.87,,,,5.46,,,,5.33,,,5.05,,
Latvia,336,,,,24.53,,,,59.07,,73.21,,,,71.13,,,,,,,,73.46,,,,75.66,,,,69.7,,,58.13,,,,,,28.91,,,,65.8,,77.11,,,,75.1,,,,,,,,77.52,,,,79.87,,,,73.73,,,61.97,,,,,,0.77,,,,1.52,,2.01,,,,3.91,,,,,,,,5.87,,,,7.96,,,,13.69,,,11.36,,,,,,4.38,,,,6.73,,3.9,,,,3.97,,,,,,,,4.06,,,,4.21,,,,4.03,,,3.84,,
Latvia,343,,,,25.53,,,,60.68,,74.14,,,,72.12,,,,,,,,74.47,,,,76.99,,,,71.08,,,59.81,,,,,,29.57,,,,66.62,,77.67,,,,75.62,,,,,,,,77.97,,,,80.34,,,,74.18,,,62.65,,,,,,0.77,,,,1.52,,2.88,,,,5.81,,,,,,,,8.47,,,,12.33,,,,18.61,,,15.06,,,,,,4.04,,,,5.94,,3.53,,,,3.5,,,,,,,,3.5,,,,3.35,,,,3.1,,,2.84,,
